,State,School,Abbreviation,Type,Email,Size,Website,Address,Notes
2587,RI,Johnson & Wales University-Providence,JWU,Private,,6695,"=HYPERLINK(""https://www.jwu.edu/campuses/providence/index.html"",""LINK"")","8 Abbott Park Place, Providence, RI 2903",
2588,OH,Felbry College School Of Nursing,FCSN,Public,,276,"=HYPERLINK(""https://www.felbrycollege.edu/"",""LINK"")","6055 Cleveland Avenue, Columbus, OH 43231",
2589,SC,B-Unique Beauty And Barber Academy,BBBA,Public,,34,"=HYPERLINK(""https://www.bubba-online.com"",""LINK"")","10 Liberty Lane, Greenville, SC 29607",
2590,KY,Tri-State Barber College,TBC,Public,,6,"=HYPERLINK(""https://www.tri-statebarbercollege.com"",""LINK"")","2132 Winchester Avenue, Ashland, KY 41101",
2591,PA,Premier Barber Institute,PBI,Public,,58,"=HYPERLINK(""https://www.premierbarberinstitute.com"",""LINK"")","573 East Main Street, Norristown, PA 19401",
2592,CT,Harris School Of Business-Danbury,HSB,Public,,N/A,"=HYPERLINK(""https://www.schooliya.com/peg/Danbury/index.html"",""LINK"")","155 Main Street, Suite 302, Danbury, CT 6810",
2593,FL,Artistic Nails And Beauty Academy-Tampa,ANBA,Public,,116,"=HYPERLINK(""https://www.artistic.edu"",""LINK"")","4951-A Adamo Drive, Tampa, FL 33605",
2594,NY,New Age Training,NAT,Public,,131,"=HYPERLINK(""https://www.newagetraining.com"",""LINK"")","145 West 30Th Street, 8Th Floor, New York, NY 10001",
2595,WI,Northcentral Technical College,NTC,Community,,6177,"=HYPERLINK(""https://www.ntc.edu"",""LINK"")","1000 Campus Dr, Wausau, WI 54401",
2596,TX,Our Lady Of The Lake University,OLLU,Private,,2974,"=HYPERLINK(""https://www.ollusa.edu"",""LINK"")","411 Sw 24Th St., San Antonio, TX 78207",
2597,VI,University Of The Virgin Islands,UVI,Community,,2084,"=HYPERLINK(""https://www.uvi.edu"",""LINK"")","2 John Brewers Bay, Charlotte Amalie, VI 802",
2598,CT,Charter Oak State College,COSC,Community,,1611,"=HYPERLINK(""https://www.charteroak.edu"",""LINK"")","55 Paul Manafort Drive, New Britain, CT 6053",
2599,NC,Winston Salem Barber School,WSBS,Public,,124,"=HYPERLINK(""https://www.wsbarberschool.com"",""LINK"")","1531 Silas Creek Pky, Winston-Salem, NC 27127",
2600,DC,University Of The District Of Columbia-David A Clarke School Of Law,UDCCSL,Community,,253,"=HYPERLINK(""https://www.law.udc.edu"",""LINK"")","4340 Connecticut Ave Nw, Washington, DC 20008",
2601,MD,Bowie State University,BSU,Community,,6171,"=HYPERLINK(""https://www.bowiestate.edu"",""LINK"")","14000 Jericho Park Rd, Bowie, MD 20715",
2602,TN,Empire Beauty School-S Memphis,EBSM,Public,,68,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","804 S Highland St, Memphis, TN 38111",
2603,WI,Marquette University,MU,Private,,11819,"=HYPERLINK(""https://www.marquette.edu"",""LINK"")","1250 W Wisconsin Avenue, Milwaukee, WI 53233",
2604,MD,Allegany College Of Maryland,ACM,Community,,2584,"=HYPERLINK(""https://www.allegany.edu"",""LINK"")","12401 Willowbrook Rd Se, Cumberland, MD 21502",
2605,WI,Milwaukee School Of Engineering,MSE,Private,,2746,"=HYPERLINK(""https://www.msoe.edu"",""LINK"")","1025 N Broadway, Milwaukee, WI 53202",
2606,GA,Beulah Heights University,BHU,Private,,399,"=HYPERLINK(""https://www.beulah.edu"",""LINK"")","892 Berne St Se, Atlanta, GA 30316",
2607,NM,Vogue College Of Cosmetology-Santa Fe,VCCF,Public,,73,"=HYPERLINK(""https://www.vogue.edu"",""LINK"")","2434 Cerillos Road, Santa Fe, NM 87505",
2608,CA,American College Of Healthcare And Technology,ACHT,Public,,75,"=HYPERLINK(""https://www.ach.edu"",""LINK"")","6606 Pacific Blvd Ste 204, Huntington Park, CA 90255",
2609,MS,University Of Mississippi,UM,Community,,21617,"=HYPERLINK(""https://www.olemiss.edu"",""LINK"")","Oxford, Mississippi, University, MS 38677",
2610,ND,The Salon Professional Academy-Fargo,SPA,Public,,129,"=HYPERLINK(""https://www.tspafargo.com"",""LINK"")","4377 15Th Ave South, Fargo, ND 58103",
2611,KY,Brescia University,BU,Private,,1014,"=HYPERLINK(""https://www.brescia.edu"",""LINK"")","717 Frederica St, Owensboro, KY 42301",
2612,MI,Alma College,AC,Private,,1442,"=HYPERLINK(""https://www.alma.edu"",""LINK"")","614 W Superior, Alma, MI 48801",
2613,NY,Lia Schorr Institute Of Cosmetic Skin Care Training,LSICSCT,Public,,47,"=HYPERLINK(""https://www.liaschorrinstitute.com"",""LINK"")","57 West 57 Street Suite 1409, New York, NY 10019",
2614,OH,Art Academy Of Cincinnati,AAC,Private,,219,"=HYPERLINK(""https://www.artacademy.edu"",""LINK"")","1212 Jackson Street, Cincinnati, OH 45202",
2615,MD,Morgan State University,MSU,Community,,7763,"=HYPERLINK(""https://www.morgan.edu"",""LINK"")","1700 East Cold Spring Lane, Baltimore, MD 21251",
2616,MS,Academy Of Hair Design-Pearl,AHD,Public,,54,"=HYPERLINK(""https://www.academyofhair.com"",""LINK"")","3167 Hwy 80 E, Pearl, MS 39208",
2617,NV,Touro University Nevada,TUN,Private,,1530,"=HYPERLINK(""https://www.tun.touro.edu/"",""LINK"")","874 American Pacific Drive, Henderson, NV 89014",
2618,AZ,Cortiva Institute-Phoenix,CI,Public,,N/A,"=HYPERLINK(""https://www.steinered.com/"",""LINK"")","10000 North 31 Avenue, Metro Center Business Park, Bldg D, #100, Phoenix, AZ 85051",
2619,CO,Cortiva Institute-Westminster,CI,Public,,N/A,"=HYPERLINK(""https://www.steinered.com/"",""LINK"")","8991 B Harlan Street Suite B, Westminster, CO 80031",
2620,MN,University Of Minnesota-Rochester,UM,Community,,572,"=HYPERLINK(""https://www.r.umn.edu"",""LINK"")","111 South Broadway, Suite 300, Rochester, MN 55904",
2621,MS,University Of Southern Mississippi,USM,Community,,14133,"=HYPERLINK(""https://www.usm.edu"",""LINK"")","118 College Drive # 0001, Hattiesburg, MS 39406",
2622,CO,The Salon Professional Academy-Grand Junction,SPAJ,Public,,59,"=HYPERLINK(""https://www.GrandJunctionBeautySchool.com"",""LINK"")","432 North Avenue, Grand Junction, CO 81501",
2623,OR,Linfield College-Mcminnville Campus,LCC,Private,,1414,"=HYPERLINK(""https://www.linfield.edu"",""LINK"")","900 Se Baker, Mcminnville, OR 97128",
2624,FL,Ultimate Medical Academy-Clearwater,UMA,Private,,18195,"=HYPERLINK(""https://www.ultimatemedical.edu/about/"",""LINK"")","1255 Cleveland St, Clearwater, FL 33755",
2625,MN,Anoka-Ramsey Community College,ACC,Community,,8804,"=HYPERLINK(""https://www.anokaramsey.edu"",""LINK"")","11200 Mississippi Blvd Nw, Coon Rapids, MN 55433",
2626,PA,Altoona Beauty School Inc,ABSI,Public,,48,"=HYPERLINK(""https://www.WWW.ALTOONABEAUTYSCHOOL.COM"",""LINK"")","1528 Valley View Blvd., Altoona, PA 16602",
2627,NC,Aveda Institute-Chapel Hill,AIH,Public,,213,"=HYPERLINK(""https://www.nurturavedainstitutes.com/chapel-hill/"",""LINK"")","201 S. Estes Drive, Space 200 B, Chapel Hill, NC 27514",
2628,NY,New York Theological Seminary,NYTS,Private,,255,"=HYPERLINK(""https://www.nyts.edu"",""LINK"")","475 Riverside Dr Ste 500, New York, NY 10115",
2629,FL,Aviation Institute Of Maintenance-Orlando,AIM,Public,,314,"=HYPERLINK(""https://www.aviationmaintenance.edu"",""LINK"")","2725 South Us Highway 17/92, Casselberry, FL 32707",
2630,PA,Somerset County Technology Center,SCTC,Community,,77,"=HYPERLINK(""https://www.sctc.net/dnn/"",""LINK"")","281 Technology Dr, Somerset, PA 15501",
2631,PA,Bucks County Community College,BCCC,Community,,7480,"=HYPERLINK(""https://www.bucks.edu/"",""LINK"")","275 Swamp Rd, Newtown, PA 18940",
2632,NY,Long Island Nail Skin & Hair Institute,LINSHI,Public,,246,"=HYPERLINK(""https://www.longislandnailskinandhairinstitute.edu"",""LINK"")","3709 Hempstead Turnpike, Levittown, NY 11756",
2633,SC,Paul Mitchell The School-Columbia,PMS,Public,,239,"=HYPERLINK(""https://www.paulmitchell.edu/columbia"",""LINK"")","700 Gervais Street Suite D, Columbia, SC 29201",
2634,SC,Kenneth Shuler School Of Cosmetology-Greenville,KSSC,Public,,175,"=HYPERLINK(""https://www.kennethshuler.com"",""LINK"")","3528-A Earl E. Morris Jr. Highway, Greenville, SC 29611",
2635,FL,City College-Hollywood,CC,Private,,207,"=HYPERLINK(""https://www.citycollege.edu"",""LINK"")","6565 Taft Street, Hollywood, FL 33024",
2636,CA,Diamond Beauty College,DBC,Public,,47,"=HYPERLINK(""https://www.diamondbeauty.edu"",""LINK"")","10301 Garvey Avenue #200, South El Monte, CA 91733",
2637,GA,Empire Beauty School-Savannah,EBS,Public,,145,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","Savannah Centre, 7400 Abercorn St, Suite 901, Savannah, GA 31406",
2638,OH,Northeast Ohio Medical University,NOMU,Community,,959,"=HYPERLINK(""https://www.neomed.edu/"",""LINK"")","4209 State Route 44, Rootstown, OH 44272",
2639,CA,Learnet Academy Inc,LAI,Public,,85,"=HYPERLINK(""https://www.learnet.edu"",""LINK"")","3251 West 6Th Street, 2Nd Floor, Los Angeles, CA 90020",
2640,WI,East-West Healing Arts Institute,EHAI,Public,,49,"=HYPERLINK(""https://www.acupressureschool.com"",""LINK"")","6425 Normandy Lane, Madison, WI 53719",
2641,MA,Jupiter Beauty Academy,JBA,Public,,157,"=HYPERLINK(""https://www.jba.edu"",""LINK"")","95 Freeport Street, Boston, MA 2122",
2642,WA,Tint School Of Makeup & Cosmetology-Seattle,TSMC,Public,,69,"=HYPERLINK(""https://www.tintseattlecosmetologyschool.com"",""LINK"")","300 Pine Street, Seattle, WA 98101",
2643,FL,Fred D. Learey Technical College,FDLTC,Community,,N/A,"=HYPERLINK(""https://www.learey.edu"",""LINK"")","Acsc 5410 N 20Th St, Tampa, FL 33610",
2644,CA,Santa Ana Beauty College,SABC,Public,,101,"=HYPERLINK(""https://www.savcusa.com"",""LINK"")","1926 West 17Th Street, Santa Ana, CA 92706",
2645,NJ,Devry University-New Jersey,DUJ,Public,,244,"=HYPERLINK(""https://www.devry.edu"",""LINK"")","630 U.S. Hwy. One, North Brunswick, NJ 8902",
2646,AR,The Beauty School,BS,Public,,10,"=HYPERLINK(""https://www.thebeautyschoolmh.com"",""LINK"")","1058 Highland Circle Suite #4, Mountain Home, AR 72653",
2647,VA,Virginia Beach Theological Seminary,VBTS,Private,,28,"=HYPERLINK(""https://www.vbts.edu"",""LINK"")","2221 Centerville Turnpike, Virginia Beach, VA 23464",
2648,TX,Texas A&M University-San Antonio,TAUA,Community,,6710,"=HYPERLINK(""https://www.tamusa.edu"",""LINK"")","One University Way, San Antonio, TX 78224",
2649,AR,New Beginnings Beauty Academy,NBBA,Public,,33,"=HYPERLINK(""https://www.nbbacosmetology.com"",""LINK"")","1609 West 26Th Street, Pine Bluff, AR 71601",
2650,FL,Florida International Training Institute,FITI,Public,,91,"=HYPERLINK(""https://www.fitischools.com"",""LINK"")","7265 Northwest 25Th Street, Miami, FL 33122",
2651,WI,Bella Academy Of Cosmetology,BAC,Public,,13,"=HYPERLINK(""https://www.bellaacademyoshkosh.com/"",""LINK"")","338 Pearl Avenue, Oshkosh, WI 54901",
2652,OH,Valor Christian College,VCC,Private,,316,"=HYPERLINK(""https://www.valorcollege.edu"",""LINK"")","4595 Gender Road, Canal Winchester, OH 43110",
2653,GA,Georgia Highlands College,GHC,Community,,6168,"=HYPERLINK(""https://www.highlands.edu"",""LINK"")","3175 Cedartown Highway, S.E., Rome, GA 30161",
2654,IL,Waubonsee Community College,WCC,Community,,8665,"=HYPERLINK(""https://www.waubonsee.edu"",""LINK"")","Rte 47 At Waubonsee Drive, Sugar Grove, IL 60554",
2655,MI,Henry Ford College,HFC,Community,,12146,"=HYPERLINK(""https://www.hfcc.edu"",""LINK"")","5101 Evergreen Rd, Dearborn, MI 48128",
2656,TX,The University Of Texas System Office,UTSO,Community,,N/A,"=HYPERLINK(""https://www.utsystem.edu"",""LINK"")","210 W. 7Th St, Austin, TX 78701",
2657,OH,Kent State University At East Liverpool,KSUEL,Community,,1159,"=HYPERLINK(""https://www.kent.edu/columbiana"",""LINK"")","400 E 4Th St, East Liverpool, OH 43920",
2658,MS,Northeast Mississippi Community College,NMCC,Community,,3606,"=HYPERLINK(""https://www.nemcc.edu"",""LINK"")","101 Cunningham Blvd, Booneville, MS 38829",
2659,OR,Summit Salon Academy-Portland,SSA,Public,,59,"=HYPERLINK(""https://www.summitsalonacademyportland.com"",""LINK"")","8820 Sw Center, Tigard, OR 97223",
2660,NJ,Ocean County College,OCC,Community,,8171,"=HYPERLINK(""https://www.ocean.edu/"",""LINK"")","College Drive, Toms River, NJ 8754",
2661,NM,Central New Mexico Community College,CNMCC,Community,,23096,"=HYPERLINK(""https://www.cnm.edu"",""LINK"")","525 Buena Vista Dr Se, Albuquerque, NM 87106",
2662,NY,Syracuse University,SU,Private,,22850,"=HYPERLINK(""https://www.syracuse.edu"",""LINK"")","900 South Crouse Ave., Syracuse, NY 13244",
2663,NC,Gardner-Webb University,GU,Private,,3518,"=HYPERLINK(""https://www.gardner-webb.edu"",""LINK"")","Main St, Boiling Springs, NC 28017",
2664,NC,Mitchell Community College,MCC,Community,,3226,"=HYPERLINK(""https://www.mitchellcc.edu"",""LINK"")","500 W Broad Street, Statesville, NC 28677",
2665,NC,Pitt Community College,PCC,Community,,8237,"=HYPERLINK(""https://www.pittcc.edu"",""LINK"")","1986 Pitt Tech Road, Winterville, NC 28590",
2666,CO,Institute Of Taoist Education And Acupuncture,ITEA,Private,,28,"=HYPERLINK(""https://www.itea.edu"",""LINK"")","317 W South Boulder Rd, Suite 5, Louisville, CO 80027",
2667,UT,Independence University,IU,Private,,11228,"=HYPERLINK(""https://www.independence.edu"",""LINK"")","4021 S 700 E Ste 400, Salt Lake City, UT 84107",
2668,NM,Carrington College-Albuquerque,CC,Public,,424,"=HYPERLINK(""https://www.carrington.edu/"",""LINK"")","1001 Menaul Blvd. N.E., Albuquerque, NM 87107",
2669,FL,Professional Hands Institute,PHI,Public,,N/A,"=HYPERLINK(""https://www.prohands.edu"",""LINK"")","3383 Nw 7 Street - Suite 200, Miami, FL 33125",
2670,OH,Ehove Career Center,ECC,Community,,270,"=HYPERLINK(""https://www.ehove.net"",""LINK"")","316 W Mason Rd, Milan, OH 44846",
2671,LA,Louisiana State University-Alexandria,LSU,Community,,3381,"=HYPERLINK(""https://www.lsua.edu"",""LINK"")","8100 Hwy 71 South, Alexandria, LA 71302",
2672,GA,Platt College-Miller-Motte Technical-Columbus,PCT,Public,,479,"=HYPERLINK(""https://www.miller-motte.edu"",""LINK"")","1800 Box Rd, Columbus, GA 31907",
2673,IL,Estelle Skin Care And Spa Institute,ESCSI,Public,,128,"=HYPERLINK(""https://www.estelle.edu"",""LINK"")","10024 Skokie Blvd, #301, Skokie, IL 60077",
2674,AZ,Fortis College-Phoenix,FC,Public,,15,"=HYPERLINK(""https://www.fortiscollege.edu"",""LINK"")","555 N 18 St Ste 201, Phoenix, AZ 85006",
2675,VA,Bon Secours St Mary'S Hospital School Of Medical Imaging,BSSMHSMI,Private,,31,"=HYPERLINK(""https://www.mysomi.org"",""LINK"")","8550 Magellan Pkwy Ste 700, Richmond, VA 23227",
2676,NY,Broome Delaware Tioga Boces-Practical Nursing Program,BDTBNP,Community,,65,"=HYPERLINK(""https://www.btboces.org/"",""LINK"")","435 Glenwood Rd, Binghamton, NY 13905",
2677,CA,College Of The Redwoods,CR,Community,,4665,"=HYPERLINK(""https://www.redwoods.edu"",""LINK"")","7351 Tompkins Hill Rd, Eureka, CA 95501",
2678,MA,Dean College,DC,Private,,1320,"=HYPERLINK(""https://www.dean.edu"",""LINK"")","99 Main Street, Franklin, MA 2038",
2679,PA,Seton Hill University,SHU,Private,,2073,"=HYPERLINK(""https://www.setonhill.edu"",""LINK"")","1 Seton Hill Drive, Greensburg, PA 15601",
2680,SC,College Of Charleston,CC,Community,,10545,"=HYPERLINK(""https://www.cofc.edu"",""LINK"")","66 George St, Charleston, SC 29424",
2681,SC,Denmark Technical College,DTC,Community,,483,"=HYPERLINK(""https://www.denmarktech.edu"",""LINK"")","1126 Solomon Blatt Blvd, Denmark, SC 29042",
2682,OH,Madison Adult Career Center,MACC,Community,,103,"=HYPERLINK(""https://www.madisonadultcc.org"",""LINK"")","600 Esley Ln, Mansfield, OH 44905",
2683,AZ,Pima Medical Institute-Mesa,PMI,Public,,856,"=HYPERLINK(""https://www.pmi.edu"",""LINK"")","957 S. Dobson Road, Mesa, AZ 85202",
2684,TX,Western Texas College,WTC,Community,,2009,"=HYPERLINK(""https://www.wtc.edu"",""LINK"")","6200 College Ave, Snyder, TX 79549",
2685,TX,The University Of Texas At Tyler,UTT,Community,,9617,"=HYPERLINK(""https://www.uttyler.edu/"",""LINK"")","3900 University Blvd, Tyler, TX 75799",
2686,SC,York Technical College,YTC,Community,,4529,"=HYPERLINK(""https://www.yorktech.edu"",""LINK"")","452 S Anderson Rd, Rock Hill, SC 29730",
2687,VA,University Of Richmond,UR,Private,,3914,"=HYPERLINK(""https://www.richmond.edu"",""LINK"")","410 Westhampton Way, University Of Richmond, VA 23173",
2688,PA,Pittsburgh Career Institute,PCI,Public,,66,"=HYPERLINK(""https://www.pci.edu"",""LINK"")","421 Seventh Avenue, Pittsburgh, PA 15219",
2689,SD,Sisseton Wahpeton College,SWC,Community,,119,"=HYPERLINK(""https://www.swc.tc"",""LINK"")","12572 Bia Rd 700, Sisseton, SD 57262",
2690,PA,Temple University,TU,Community,,38794,"=HYPERLINK(""https://www.temple.edu"",""LINK"")","1801 North Broad Street, Philadelphia, PA 19122",
2691,PA,The University Of The Arts,UA,Private,,1861,"=HYPERLINK(""https://www.uarts.edu"",""LINK"")","320 South Broad St, Philadelphia, PA 19102",
2692,IL,Capital Area School Of Practical Nursing,CASPN,Community,,127,"=HYPERLINK(""https://www.caspn.edu"",""LINK"")","2201 Toronto Rd, Springfield, IL 62712",
2693,NV,Western Nevada College,WNC,Community,,3702,"=HYPERLINK(""https://www.wnc.edu"",""LINK"")","2201 West College Parkway, Carson City, NV 89703",
2694,KS,Z Hair Academy,ZHA,Public,,146,"=HYPERLINK(""https://www.zhairacademy.com/"",""LINK"")","14471 Metcalf, Overland Park, KS 66223",
2695,TN,Jenny Lea Academy Of Cosmetology,JLAC,Public,,87,"=HYPERLINK(""https://www.jennyleaacademy.com"",""LINK"")","222 E Unaka Ave, Johnson City, TN 37601",
2696,IL,Concordia University-Chicago,CU,Private,,6205,"=HYPERLINK(""https://www.cuchicago.edu"",""LINK"")","7400 Augusta, River Forest, IL 60305",
2697,CA,Grossmont College,GC,Community,,16958,"=HYPERLINK(""https://www.grossmont.edu/"",""LINK"")","8800 Grossmont College Dr, El Cajon, CA 92020",
2698,CA,California Institute Of The Arts,CIA,Private,,1520,"=HYPERLINK(""https://www.calarts.edu"",""LINK"")","24700 W Mcbean Pky, Valencia, CA 91355",
2699,SC,Central Carolina Technical College,CCTC,Community,,3361,"=HYPERLINK(""https://www.cctech.edu"",""LINK"")","506 N Guignard Dr, Sumter, SC 29150",
2700,TN,Paul Mitchell The School-Knoxville,PMS,Public,,178,"=HYPERLINK(""https://www.knoxville.paulmitchell.edu"",""LINK"")","8380 Kingston Pike, Knoxville, TN 37919",
2701,ID,North Idaho College,NIC,Community,,5068,"=HYPERLINK(""https://www.nic.edu/"",""LINK"")","1000 West Garden Avenue, Coeur D'Alene, ID 83814",
2702,FL,Riveroak Technical College,RTC,Community,,183,"=HYPERLINK(""https://www.rtc.suwannee.k12.fl.us/"",""LINK"")","415 Sw Pinewood Dr, Live Oak, FL 32064",
2703,OH,Cedarville University,CU,Private,,4302,"=HYPERLINK(""https://www.cedarville.edu"",""LINK"")","251 N. Main Street, Cedarville, OH 45314",
2704,WI,Lakeland University,LU,Private,,2511,"=HYPERLINK(""https://www.lakeland.edu"",""LINK"")","W3718 South Drive, Plymouth, WI 53073",
2705,OH,Tdds Technical Institute,TTI,Public,,335,"=HYPERLINK(""https://www.tdds.edu"",""LINK"")","1688 North Pricetown Road, Sr 534 Po Box 506, Lake Milton, OH 44429",
2706,VA,Centura College-Norfolk,CC,Public,,165,"=HYPERLINK(""https://www.centuracollege.edu"",""LINK"")","7020 North Military Highway, Norfolk, VA 23518",
2707,CO,Colorado Technical University-Colorado Springs,CTUS,Public,,27232,"=HYPERLINK(""https://www.coloradotech.edu/Colorado-Springs"",""LINK"")","4435 N Chestnut Street, Colorado Springs, CO 80907",
2708,FL,Traviss Technical College,TTC,Community,,296,"=HYPERLINK(""https://www.traviss.edu"",""LINK"")","3225 Winter Lake Rd, Lakeland, FL 33803",
2709,FL,St. John Vianney College Seminary,SJVCS,Private,,68,"=HYPERLINK(""https://www.sjvcs.edu/"",""LINK"")","2900 Sw 87Th Ave, Miami, FL 33165",
2710,IL,National Latino Education Institute,NLEI,Private,,24,"=HYPERLINK(""https://www.nlei.org"",""LINK"")","2011 W Pershing Rd, Chicago, IL 60609",
2711,MI,Ross Medical Education Center-Lansing,RMEC,Public,,76,"=HYPERLINK(""https://www.rosseducation.edu"",""LINK"")","4106 W Saginaw Hwy, Lansing, MI 48917",
2712,NE,Purdue University Global-Lincoln,PUG,Community,,N/A,"=HYPERLINK(""https://www.purdueglobal.edu/campus-locations/lincoln-nebraska/"",""LINK"")","1821 K Street, Lincoln, NE 68508",
